start_region_table
00:00:00.0 00:00:02.8 05
00:00:02.8 00:00:05.8 06
00:00:05.8 00:00:08.8 07
00:00:08.8 00:00:11.6 08
00:00:11.6 00:00:14.5 09
00:00:14.5 00:00:17.7 10
00:00:17.7 00:00:20.8 11
00:00:20.8 00:00:23.7 12
00:00:23.7 00:00:26.7 13
00:00:26.7 00:00:29.8 14
00:00:29.8 00:00:32.8 15
00:00:32.8 00:00:36.0 16
00:00:36.0 00:00:39.3 17
00:00:39.3 00:00:42.5 18
00:00:42.5 00:00:45.6 19
00:00:45.6 00:00:48.7 20
00:00:48.7 00:00:52.2 21
00:00:52.2 00:00:55.5 22
00:00:55.5 00:00:58.7 23
00:00:58.7 00:01:02.0 24
00:01:02.0 00:01:05.4 25
00:01:05.4 00:01:08.8 26
00:01:08.8 00:01:12.2 27
00:01:12.2 00:01:15.5 28
00:01:15.5 00:01:18.8 29
00:01:18.8 00:01:21.6 30
00:01:21.6 00:01:24.6 31
00:01:24.6 00:01:27.9 32
00:01:27.9 00:01:31.2 33
00:01:31.2 00:01:34.2 34
00:01:34.2 00:01:37.4 35
00:01:37.4 00:01:40.6 36
00:01:40.6 00:01:43.9 37
00:01:43.9 00:01:47.0 38
00:01:47.0 00:01:50.0 39
00:01:50.0 00:01:53.2 40
00:01:53.2 00:01:56.2 41
00:01:56.2 00:01:59.3 42
00:01:59.3 00:02:02.4 43
00:02:02.4 00:02:05.5 44
00:02:05.5 00:02:09.2 45
00:02:09.2 00:02:12.5 46
00:02:12.5 00:02:16.0 47
00:02:16.0 00:02:19.2 48
00:02:19.2 00:02:22.3 49
00:02:22.3 00:02:25.1 50
00:02:25.1 00:02:28.2 51
00:02:28.2 00:02:31.2 52
00:02:31.2 00:02:34.4 53
00:02:34.4 00:02:37.5 54
00:02:37.5 00:02:40.6 55
00:02:40.6 00:02:43.9 56
00:02:43.9 00:02:47.3 57
00:02:47.3 00:02:50.5 58
00:02:50.5 00:02:54.0 59
00:02:54.0 00:02:57.1 60
00:02:57.1 00:03:00.4 61
00:03:00.4 00:03:03.7 62
00:03:03.7 00:03:07.2 63
00:03:07.2 00:03:10.7 64
00:03:10.7 00:03:14.1 65
00:03:14.1 00:03:17.5 66
00:03:17.5 00:03:20.8 67
00:03:20.8 00:03:24.0 68
00:03:24.0 00:03:27.2 69
00:03:27.2 00:03:30.5 70
00:03:30.5 00:03:33.7 71
00:03:33.7 00:03:37.1 72
00:03:37.1 00:03:40.3 73
00:03:40.3 00:03:43.7 74
00:03:43.7 00:03:47.2 75
00:03:47.2 00:03:50.5 76
00:03:50.5 00:03:53.8 77
00:03:53.8 00:03:56.9 78
00:03:56.9 00:04:00.2 79
00:04:00.2 00:04:03.1 80
00:04:03.1 00:04:06.1 81
00:04:06.1 00:04:09.1 82
00:04:09.1 00:04:12.2 83
00:04:12.2 00:04:15.4 84
00:04:15.4 00:04:18.8 85
00:04:18.8 00:04:22.0 86
00:04:22.0 00:04:25.2 87
00:04:25.2 00:04:28.6 88
00:04:28.6 00:04:31.8 89
00:04:31.8 00:04:34.9 90
00:04:34.9 00:04:38.3 91
00:04:38.3 00:04:41.7 92
00:04:41.7 00:04:45.2 93
00:04:45.2 00:04:48.8 94
00:04:48.8 00:04:52.5 95
00:04:52.5 00:04:56.0 96
00:04:56.0 00:04:59.6 97
00:04:59.6 00:05:02.9 98
00:05:02.9 00:05:06.3 99
00:05:06.3 00:05:09.4 100
end_region_table
