start_region_table
00:00:00.0 00:00:02.6 05
00:00:02.6 00:00:05.0 06
00:00:05.0 00:00:07.5 07
00:00:07.5 00:00:09.9 08
00:00:09.9 00:00:12.5 09
00:00:12.5 00:00:15.0 10
00:00:15.0 00:00:17.7 11
00:00:17.7 00:00:20.6 12
00:00:20.6 00:00:23.3 13
00:00:23.3 00:00:26.1 14
00:00:26.1 00:00:28.9 15
00:00:28.9 00:00:31.9 16
00:00:31.9 00:00:35.0 17
00:00:35.0 00:00:38.1 18
00:00:38.1 00:00:41.3 19
00:00:41.3 00:00:44.1 20
00:00:44.1 00:00:47.1 21
00:00:47.1 00:00:50.3 22
00:00:50.3 00:00:53.4 23
00:00:53.4 00:00:56.6 24
00:00:56.6 00:00:59.7 25
00:00:59.7 00:01:02.7 26
00:01:02.7 00:01:05.8 27
00:01:05.8 00:01:08.7 28
00:01:08.7 00:01:11.6 29
00:01:11.6 00:01:13.9 30
00:01:13.9 00:01:16.4 31
00:01:16.4 00:01:19.0 32
00:01:19.0 00:01:21.6 33
00:01:21.6 00:01:24.2 34
00:01:24.2 00:01:26.9 35
00:01:26.9 00:01:29.5 36
00:01:29.5 00:01:32.0 37
00:01:32.0 00:01:34.4 38
00:01:34.4 00:01:37.1 39
00:01:37.1 00:01:39.4 40
00:01:39.4 00:01:42.2 41
00:01:42.2 00:01:44.8 42
00:01:44.8 00:01:47.4 43
00:01:47.4 00:01:49.9 44
00:01:49.9 00:01:52.5 45
00:01:52.5 00:01:55.1 46
00:01:55.1 00:01:57.8 47
00:01:57.8 00:02:00.5 48
00:02:00.5 00:02:03.1 49
00:02:03.1 00:02:05.6 50
00:02:05.6 00:02:08.1 51
00:02:08.1 00:02:11.0 52
00:02:11.0 00:02:13.8 53
00:02:13.8 00:02:16.7 54
00:02:16.7 00:02:19.7 55
00:02:19.7 00:02:22.6 56
00:02:22.6 00:02:25.3 57
00:02:25.3 00:02:28.0 58
00:02:28.0 00:02:30.9 59
00:02:30.9 00:02:33.2 60
00:02:33.2 00:02:35.9 61
00:02:35.9 00:02:38.6 62
00:02:38.6 00:02:41.3 63
00:02:41.3 00:02:44.1 64
00:02:44.1 00:02:47.0 65
00:02:47.0 00:02:49.8 66
00:02:49.8 00:02:52.4 67
00:02:52.4 00:02:55.1 68
00:02:55.1 00:02:57.8 69
00:02:57.8 00:03:00.3 70
00:03:00.3 00:03:03.0 71
00:03:03.0 00:03:05.6 72
00:03:05.6 00:03:08.3 73
00:03:08.3 00:03:11.1 74
00:03:11.1 00:03:14.0 75
00:03:14.0 00:03:16.9 76
00:03:16.9 00:03:19.7 77
00:03:19.7 00:03:22.4 78
00:03:22.4 00:03:25.1 79
00:03:25.1 00:03:27.5 80
00:03:27.5 00:03:30.1 81
00:03:30.1 00:03:32.7 82
00:03:32.7 00:03:35.1 83
00:03:35.1 00:03:37.9 84
00:03:37.9 00:03:40.6 85
00:03:40.6 00:03:43.3 86
00:03:43.3 00:03:46.1 87
00:03:46.1 00:03:48.8 88
00:03:48.8 00:03:51.4 89
00:03:51.4 00:03:53.6 90
00:03:53.6 00:03:56.1 91
00:03:56.1 00:03:58.4 92
00:03:58.4 00:04:00.9 93
00:04:00.9 00:04:03.6 94
00:04:03.6 00:04:06.2 95
00:04:06.2 00:04:08.9 96
00:04:08.9 00:04:11.5 97
00:04:11.5 00:04:14.2 98
00:04:14.2 00:04:17.0 99
00:04:17.0 00:04:19.2 100
end_region_table
